secucode,publish_date,announcement_title,regulatory_focus_points_json
603612.SH,2022-05-27,关于索通发展股份有限公司的重大资产重组预案审核意见函,"['说明公司与标的公司在产品、市场等方面的协同效应。', '披露支付保证金的背景及合理性，表决权委托的具体条款。', '披露三顺投资合伙人的权益取得情况及其争议对交易的影响。', '解释营业收入和净利率增长的原因及合理性。', '分析标的公司的财务结构稳定性及是否存在资金占用。', '补充研发情况及应对核心技术人员流失的风险措施。', '说明项目是否属于高耗能产业，以及环保处罚及整改情况。']"
603665.SH,2021-10-19,关于浙江康隆达特种防护科技股份有限公司收购少数股权事项的问询函,"['评估收购资金来源及是否存在不确定性', '说明跨界高溢价收购的必要性和合理性', '解释丙戊天成业绩波动原因和业绩承诺可实现性', '披露收益法评估假设、参数及其合理性', '说明股权转让定价差异的原因', '分析累计补偿方式对上市公司的影响']"
603665.SH,2022-09-23,关于浙江康隆达特种防护科技股份有限公司的问询函,"['业绩考核目标合理性及可实现性', '股票期权行权价格合规性与利益输送风险', '控股股东财务状况、减持进展及其对公司的影响']"
603669.SH,2020-05-15,关于灵康药业集团股份有限公司的定期报告信息披露监管问询函,"['分析公司行业地位及产品结构变化对经营业绩的影响。', '说明不同销售模式下的利润率差异及其原因。', '解释应收账款增长、预收款项下降的具体原因。', '披露市场营销服务费的具体项目构成及支付对象。', '分析销售费用合理性并说明大幅增加的原因。', '确保销售费用真实性、合规性的措施。', '说明药品物流中心和粉针剂生产线建设项目未转固的原因。', '解释药谷冻干粉针剂一车间投建进展缓慢的原因。', '披露西藏总部大楼新增预算的主要考虑及审议程序。', '分析在建工程是否存在减值迹象并说明原因。', '补充参控股公司的业务经营情况及其亏损原因。', '披露商誉减值测试相关信息。', '解释未计提相应减值准备的合理性。', '说明2016年至今未取得长寿健康保险设立批准的原因。', '披露筹备费用使用情况及后续安排。', '说明货币资金是否存在限制性安排或其他潜在限制。', '解释利息收入与货币资金规模匹配性和合理性。', '补充非银行理财产品的相关信息。', '说明相关融资用途。', '说明货币资金存放情况及其被实际使用的可能性。', '披露前五大、账龄一年以上其他应收款的交易背景及后续预计回收情况。', '解释预付款项交付时间及障碍。', '分析季度营业收入和归母净利润数据变化的具体原因。', '解释到期非流动负债减少的原因及准则依据。', '说明年审会后事项对财务报表的影响。']"
603685.SH,2023-05-09,关于浙江晨丰科技股份有限公司有关控制权变更事项的问询函,"['披露控股股东折价让渡控制权的原因及是否存在利益安排', '丁闵取得公司控制权的目的及其定价依据', '评估丁闵是否具备实际控制和经营管理上市公司的能力', '核实关联交易是否为丁闵收购公司提供资金', '确认丁闵是否有履约能力并说明其资金来源', '解释认定控制权变更的依据及后续措施', '披露未通过股东大会或非公开发行对公司的影响', '评估资产收购的原因、必要性及其合理性', '分析标的资产的核心竞争力和持续盈利能力']"
603729.SH,2021-04-29,关于上海龙韵传媒集团股份有限公司触发其他风险警示相关要求的工作函,"['公司为何未申请股票被实施其他风险警示？', '是否存在其他应披露未披露的资金占用、违规担保问题？']"
603729.SH,2021-05-28,关于上海龙韵传媒集团股份有限公司的定期报告信息披露监管问询函,"['逐笔列示涉及代付款项发生的原因、金额等，并说明对公司财务报表的具体影响。', '自查结果与会计师核查情况不一致的原因，是否存在隐瞒资金占用问题的情形。', '核实除上述事项外，是否存在其他应披露未披露的资金占用、违规担保、关联交易等情形。', '结合公司财务管理制度及有关代付款项审批流程，说明董监高是否勤勉尽责，是否存在配合、默许关联方资金占用的情形。', '披露公司为完善内部控制所制定及采取的整改措施，并说明是否足够充分解决资金占用等问题。', '补充核实无法保证上述事项准确性的具体原因和影响。', '结合广告业务经营模式等说明收入变化的原因。', '结合成本构成及同比变化情况，说明毛利率上升的原因及合理性。', '说明有关方需履行的业绩补偿义务及其实际补偿情况。', '结合收购愚恒影业股权交易定价、实际经营业绩与预测值差异等情况，说明董监高在决策过程中是否勤勉尽责。', '结合愚恒影业经营模式等说明其经营是否发生重大变化。', '补充披露近三年主要财务数据，并分析同比变化原因及合理性。', '核实控股股东及相关方是否存在通过愚恒影业侵占公司利益的情形。', '补充披露出资进展、资金存放、实际使用情况，是否存在损害公司利益的情形。', '结合项目投拍背景等说明运营情况和可能的收益情况。', '补充披露本期调整应收账款坏账计提比例的主要原因及合理性。', '结合应收账款主要交易对方与公司的关联关系等说明当前计提减值是否充分。', '补充披露预付款项前10名对象的具体信息，核实是否存在损害公司利益的情形。', '进一步核实公司预付账款对象与公司、控股股东、实际控制人是否存在关联关系或其他利益安排。', '结合近三年营业收入、采购量等经营变化情况说明营收下滑的情况下预付账款增加的原因。']"
835305.BJ,2024-05-21,【2024年】第 016号 关于对南京云创大数据科技股份有限公司年报的二次问询函,"['解释2020年不存在‘4-5年’账龄应收账款的情况下确定2020-2021年迁徙率为0%的做法是否合理。', '说明预期信用损失率的测算结果是否严谨，坏账计提比率确定是否审慎。', '补充披露转入固定资产服务器的基本情况及采购对象。', '解释使用较老型号CPU、GPU服务器是否满足研发需求。', '说明将软件转入无形资产的原因及合理性。', '核实年报问询函回复中是否存在其他错漏。']"
835305.BJ,2024-04-17,【2024年】第003号 关于对南京云创大数据科技股份有限公司的年报问询函,"['分析公司上市后盈利能力下滑原因及合理性。', '说明应收账款逾期金额占比是否与同行业可比公司存在差异。', '补充披露原材料、库存商品的明细情况。', '解释存货转入固定资产、无形资产的原因及合理性。', '列示直接材料费用的明细情况并说明增长原因。', '说明管理费用中职工薪酬大幅增长的具体原因']"
835305.BJ,2023-05-30,【2023年】第014号 关于对南京云创大数据科技股份有限公司年报的二次问询函,"['说明第四季度营业收入下滑的原因', '解释本期第四季度毛利率明显低于前三季度综合毛利率的原因及合理性', '披露西北地区主要项目的明细情况并说明毛利率下降原因', '说明2022年第四季度费用发生额占全年比重偏高的原因及合理性', '说明非终端客户采购大幅增长的原因及是否存在第三方回款的情况', '对比直销、经销或集成模式下两大业务类型的毛利率差异及其原因', '解释预付款项支付与执行情况的安排是否符合行业惯例', '说明期后尚未执行预付账款的具体情况', '披露委外研发合作方的具体情况及选择原因', '描述cVector一体机生产过程并说明其应用环节']"
